property_id,area_m2,bedrooms,bathrooms,floor,total_floors,build_year,neighborhood,property_type,condition,renovated,has_elevator,has_parking,has_balcony,energy_rating,school_rating,crime_rate,distance_to_center_km,monthly_income_area,listing_month,days_on_market,price_usd
HP100687,191.6,5,3.0,17,20,1984,Market,townhouse,good,no,yes,yes,yes,D,5.3,6.0,4.5,,Feb,99,783892
HP100335,64.6,0,1.0,4,4,1967,Industrial,house,fair,no,no,no,yes,C,4.7,5.9,15.0,1121.0,Apr,105,139828
HP100642,127.7,2,1.6,7,16,1996,Downtown,apartment,fair,no,yes,yes,yes,E,8.4,1.6,2.2,3370.0,Jun,14,636122
HP100314,59.3,0,1.0,5,10,1971,Old Town,apartment,good,no,yes,yes,no,A,5.3,4.1,2.2,2739.0,Jul,59,382112
HP100782,162.0,5,3.7,8,22,1976,Business Bay,apartment,excellent,no,yes,yes,yes,D,7.3,1.8,3.4,4655.0,Mar,56,932980
HP101421,45.4,2,3.1,12,17,2008,University,townhouse,excellent,no,yes,no,no,B,6.5,1.7,2.8,2913.0,Feb,53,537008
HP101732,96.9,3,2.8,13,14,2016,Riverside,house,excellent,no,yes,yes,no,A,7.5,1.8,6.5,3680.0,Jun,49,782377
HP101728,127.9,3,,13,13,2025,Downtown,townhouse,fair,no,yes,yes,yes,,8.6,1.7,2.5,2936.0,Dec,39,852123
HP101274,44.4,1,1.0,24,30,1989,Suburb,townhouse,fair,no,yes,no,yes,B,6.4,2.9,9.4,2887.0,Jul,48,340060
HP101573,185.2,5,4.2,7,17,1986,Green Hills,apartment,fair,yes,yes,no,yes,D,10.0,0.5,7.9,4621.0,Aug,29,968333
HP100092,115.5,2,1.5,7,12,2025,Business Bay,house,good,yes,yes,yes,yes,C,9.0,1.2,1.0,4290.0,Feb,41,488823
HP100834,79.4,1,1.0,1,15,1981,Riverside,house,good,no,no,yes,no,E,9.7,0.5,6.8,3104.0,Oct,74,556374
HP100592,149.6,4,2.9,11,23,2011,Old Town,apartment,fair,yes,no,no,no,B,6.1,2.6,1.8,1133.0,Nov,66,659584
HP101772,121.8,4,4.3,3,17,1971,Industrial,apartment,good,yes,no,yes,no,D,4.0,6.4,16.4,1717.0,Jan,65,432989
HP100394,143.2,4,3.8,25,36,1974,Downtown,house,good,yes,yes,no,yes,C,7.1,2.6,2.9,3498.0,May,84,928013
HP101560,100.3,2,1.0,25,30,2001,Market,apartment,excellent,no,yes,no,no,C,6.4,2.8,4.0,1860.0,Jul,34,572431
HP101069,102.3,4,2.5,19,26,1990,Business Bay,apartment,good,yes,yes,no,yes,C,8.8,1.5,0.9,4127.0,Jun,82,721493
HP100575,87.7,3,2.3,22,32,1974,University,apartment,good,no,yes,no,yes,B,6.4,4.1,5.9,2241.0,Jul,51,445569
HP100573,114.1,3,2.1,25,39,1969,Airport,apartment,excellent,no,yes,yes,yes,C,5.1,4.2,13.5,1636.0,Oct,41,439038
HP101797,80.0,2,2.2,4,6,1982,Suburb,studio,poor,no,no,yes,yes,B,6.0,2.4,9.1,2339.0,Oct,67,342130
HP101302,106.8,3,3.2,21,30,1967,Airport,studio,fair,no,yes,no,no,C,5.9,3.6,12.4,1863.0,Mar,36,337974
HP100735,72.6,1,2.0,3,12,1994,Riverside,house,excellent,no,yes,yes,yes,D,7.2,5.0,7.5,4047.0,Dec,55,627689
HP101656,72.7,1,,16,19,2011,Suburb,studio,fair,no,no,no,no,B,8.8,0.5,11.1,3185.0,Jul,55,442606
HP100279,80.2,2,1.9,12,25,2019,Green Hills,apartment,excellent,no,yes,yes,no,C,9.3,1.0,7.4,3334.0,Jun,42,655845
HP100337,75.0,2,1.0,10,23,2014,Riverside,townhouse,fair,no,yes,yes,yes,B,7.0,2.9,5.4,3979.0,Jul,82,629330
HP100227,108.9,2,1.9,8,8,2023,University,apartment,new,yes,yes,yes,yes,C,7.0,2.9,4.7,2462.0,May,62,739779
HP100008,60.4,1,1.2,2,6,2005,Suburb,apartment,excellent,yes,yes,no,no,B,7.4,,11.0,2741.0,Jun,93,540401
HP101109,99.3,4,2.9,1,7,2003,Suburb,house,good,no,yes,yes,yes,E,6.9,5.2,10.4,2523.0,Feb,48,505227
HP101561,87.9,2,1.7,20,24,1969,Industrial,apartment,good,yes,yes,yes,yes,E,4.9,6.1,15.3,2496.0,Sep,81,333354
HP101703,107.6,3,1.7,3,8,1987,Industrial,house,excellent,no,no,no,no,A,5.4,2.9,15.6,1184.0,Apr,55,463595
HP100068,96.3,4,3.3,22,23,2022,Downtown,house,fair,no,yes,yes,yes,,8.5,3.5,0.2,4157.0,Aug,94,780717
HP101653,200.0,6,4.5,13,23,1999,Suburb,apartment,good,no,yes,no,no,B,8.1,2.6,10.9,2972.0,Feb,53,835010
HP101120,25.9,1,1.0,19,20,2025,Industrial,studio,good,no,yes,yes,yes,A,4.8,3.4,14.2,1460.0,Mar,57,218636
HP101365,95.0,1,1.3,20,30,1965,University,house,fair,yes,yes,yes,yes,D,7.3,0.5,5.3,2502.0,Nov,36,593923
HP101145,74.7,3,2.7,6,19,1989,Old Town,apartment,excellent,no,yes,no,yes,B,5.9,4.0,2.2,2253.0,Mar,58,519923
HP101180,112.4,3,2.5,16,18,2001,Airport,house,,yes,yes,yes,no,C,6.3,4.3,12.3,1625.0,Jul,53,566687
HP101564,58.9,0,1.0,21,30,2012,Airport,apartment,excellent,no,yes,yes,no,B,5.6,3.5,13.3,1355.0,Apr,95,288137
HP101446,94.3,2,1.6,19,19,2000,Green Hills,apartment,fair,,no,no,yes,D,8.8,0.6,7.7,3623.0,Jan,84,592939
HP100024,91.6,2,1.1,24,28,1975,Airport,townhouse,good,yes,yes,yes,no,B,,3.8,11.5,1710.0,Apr,75,410378
HP100633,44.3,4,2.5,8,22,2004,Old Town,apartment,excellent,no,yes,yes,yes,D,5.9,3.2,4.9,2377.0,Jun,3,533203
HP100470,55.9,2,2.3,1,2,1983,Business Bay,house,poor,yes,no,no,yes,B,8.0,1.3,4.4,4891.0,Jun,49,628446
HP100557,146.6,4,2.8,16,25,1974,University,house,good,no,yes,yes,yes,C,7.5,2.9,5.5,2517.0,Jun,68,756907
HP100293,99.8,3,2.7,16,18,1984,Downtown,apartment,good,no,no,yes,yes,E,8.3,,0.2,4165.0,Jul,51,719987
HP100772,81.5,3,1.7,1,11,1992,Industrial,townhouse,good,no,yes,yes,no,C,,5.5,13.4,2320.0,Mar,75,386333
HP101262,83.3,1,1.3,22,32,1981,Old Town,apartment,excellent,no,yes,yes,no,B,6.1,2.5,2.0,2382.0,Dec,74,453911
HP101713,76.1,2,2.3,15,27,2007,Green Hills,studio,fair,yes,no,yes,yes,E,9.2,0.5,6.4,,Apr,36,500570
HP101188,112.8,3,1.7,22,32,2004,Suburb,apartment,fair,no,no,yes,yes,A,7.4,4.3,11.5,2694.0,Aug,42,575651
HP101022,56.2,2,2.2,16,17,1982,Market,apartment,good,no,yes,no,yes,B,5.2,5.4,4.0,2464.0,Feb,43,447912
HP100120,77.5,1,2.2,20,33,1991,University,house,good,no,yes,no,no,C,7.2,0.5,4.5,1905.0,Nov,49,550447
HP100905,114.5,2,1.0,2,15,1982,Industrial,house,good,no,no,yes,no,C,3.1,5.3,15.2,1888.0,Dec,37,358925
HP101306,149.7,5,4.0,11,21,1981,Industrial,apartment,good,yes,yes,yes,yes,C,4.7,2.8,16.1,1757.0,Aug,34,561722
HP101388,190.6,4,2.5,24,30,1995,Green Hills,apartment,fair,no,yes,no,no,E,8.7,2.9,8.6,3668.0,Dec,44,844446
HP101334,75.8,2,2.5,14,15,2003,Market,house,fair,yes,yes,yes,yes,C,6.2,2.1,4.5,1947.0,May,45,533569
HP100510,67.0,2,2.1,25,36,1994,Downtown,studio,good,no,yes,yes,yes,A,7.0,3.5,1.5,3585.0,Feb,73,532551
HP100179,63.4,2,2.1,25,39,1996,Riverside,apartment,fair,yes,yes,yes,yes,E,8.6,2.0,6.7,3727.0,Oct,14,523202
HP101093,72.7,1,2.0,14,20,1969,Suburb,house,good,no,no,no,yes,C,6.7,4.8,11.2,2139.0,Jun,54,446370
HP101183,85.9,4,2.9,22,36,1979,Suburb,house,good,no,yes,no,yes,B,7.2,3.1,8.5,2097.0,May,71,563672
HP100815,54.4,1,1.0,23,27,1971,Green Hills,house,good,yes,no,no,yes,E,9.3,3.5,8.0,4288.0,Jun,77,552931
HP101760,89.7,3,2.7,6,15,1971,Old Town,house,excellent,yes,no,yes,yes,C,5.3,4.3,2.3,2866.0,Sep,38,513110
HP100863,51.8,0,,14,19,1977,University,apartment,good,no,yes,yes,yes,D,7.9,4.5,4.4,2615.0,Apr,78,369711
HP101082,134.1,2,1.3,10,24,1976,Market,house,poor,no,yes,yes,yes,C,6.0,3.2,3.5,,Jan,74,516247
HP101208,94.1,2,1.6,5,19,2012,Suburb,apartment,excellent,no,yes,no,yes,C,6.3,,11.1,2862.0,Apr,39,497970
HPDUP000,68.0,2,2.8,19,28,1970,Suburb,apartment,good,yes,no,yes,yes,D,8.2,2.1,10.2,2123.0,Dec,54,430225
HP101289,51.7,0,1.0,19,30,2025,University,studio,good,no,yes,no,yes,B,,3.9,3.7,2906.0,Dec,62,407631
HP101584,61.3,1,1.0,20,30,1997,Industrial,apartment,fair,yes,yes,no,no,D,4.2,7.2,12.2,1249.0,Feb,58,162226
HP101613,88.3,2,1.2,6,16,1972,Old Town,apartment,excellent,no,yes,no,yes,D,5.3,5.3,3.5,1943.0,Dec,26,426360
HP100380,50.9,1,1.1,21,28,2023,University,townhouse,good,no,yes,yes,no,C,7.4,1.1,4.2,2435.0,Jun,53,481749
HP100604,67.0,1,1.0,10,12,1992,Market,townhouse,excellent,yes,no,no,no,,7.3,1.7,2.5,1979.0,Jan,23,907833
HP101488,93.6,3,3.2,24,30,1975,Green Hills,apartment,good,no,yes,yes,yes,D,8.7,0.6,6.7,3607.0,Feb,59,629364
HP101580,128.9,3,3.2,8,8,1993,Green Hills,apartment,good,,yes,yes,no,D,9.6,0.5,6.8,4065.0,Sep,31,781478
HP100550,62.6,1,1.2,11,17,2016,Business Bay,apartment,excellent,no,no,no,yes,B,7.2,3.4,3.1,3990.0,Dec,64,609302
HP101171,48.4,1,1.7,22,35,2000,Riverside,house,excellent,no,no,yes,yes,B,9.1,1.8,7.8,3991.0,Dec,21,595784
HP100251,101.4,1,1.5,18,18,2018,Green Hills,apartment,fair,no,yes,yes,no,E,10.0,0.6,7.2,4114.0,Mar,64,649374
HP101679,122.2,4,4.0,10,10,2000,University,house,fair,no,no,no,yes,B,6.7,4.0,3.0,1848.0,Jul,56,726885
HP100212,95.3,2,1.3,20,29,2017,Suburb,apartment,good,no,yes,no,yes,C,7.0,3.5,9.3,2679.0,Dec,34,425800
HP101546,59.1,3,2.7,3,3,2025,Suburb,townhouse,excellent,no,no,no,yes,A,7.1,,11.1,2737.0,Apr,96,586201
HP100330,82.6,1,,21,30,2022,Riverside,apartment,excellent,no,yes,yes,no,B,8.5,3.1,7.0,2881.0,Dec,19,644141
HP100432,83.8,1,1.7,9,20,1970,Riverside,apartment,excellent,yes,no,yes,yes,D,8.9,1.5,7.9,3137.0,Oct,64,592687
HP100276,74.3,3,2.1,5,16,1968,Old Town,studio,good,no,no,no,yes,D,5.8,4.4,3.7,2450.0,Jun,82,261536
HP101725,65.7,2,1.3,9,9,1976,Downtown,apartment,fair,no,yes,yes,yes,C,8.1,1.4,0.2,3070.0,Jun,78,552471
HP101335,79.3,2,1.6,5,16,1990,Green Hills,townhouse,excellent,yes,yes,no,yes,C,8.8,1.1,6.5,3813.0,Feb,35,1121089
HP101468,49.6,1,1.2,15,29,1966,Riverside,studio,good,no,yes,no,yes,D,8.4,5.5,5.7,3287.0,Sep,46,377338
HP100291,91.0,2,1.6,24,37,2018,Downtown,townhouse,fair,no,yes,no,yes,A,8.5,1.3,0.6,3273.0,Jun,42,632139
HP100901,96.4,2,2.6,18,24,1983,Suburb,house,good,yes,yes,no,no,C,7.6,3.4,9.0,3245.0,Mar,26,643822
HP100448,78.2,2,1.6,11,12,1985,Downtown,apartment,good,,yes,no,no,E,7.8,1.4,0.2,4204.0,Sep,38,524204
HPDUP008,58.2,1,1.5,9,13,1993,Market,apartment,good,no,no,yes,no,D,6.1,6.1,3.0,2567.0,Aug,81,305059
HP101517,83.9,1,1.9,22,35,2016,Market,apartment,fair,no,no,yes,yes,C,5.5,5.5,5.2,2629.0,Nov,45,417044
HP101576,51.5,0,1.0,12,21,2016,Airport,apartment,excellent,no,no,no,no,A,4.9,4.1,12.6,1703.0,Jan,72,241981
HP100303,76.4,2,1.1,8,12,1978,University,studio,good,no,yes,no,no,A,,4.6,3.7,1531.0,May,55,397858
HP101550,38.3,0,1.0,15,16,2012,Suburb,apartment,excellent,yes,yes,no,no,C,7.0,3.1,10.5,2743.0,Sep,53,401842
HP101695,113.4,2,3.0,17,31,1978,University,townhouse,good,no,yes,yes,no,C,7.0,1.6,5.6,2833.0,Jan,90,585790
HP100940,67.6,1,1.0,21,24,1981,Suburb,apartment,good,yes,yes,yes,yes,C,6.5,3.9,9.5,3099.0,Jun,52,448691
HP100067,83.6,2,2.1,9,22,1978,Old Town,apartment,poor,yes,yes,yes,yes,D,6.1,6.7,2.1,2504.0,May,98,419072
HP100019,51.5,0,2.1,13,26,2012,Industrial,house,excellent,no,yes,no,no,D,3.7,8.2,14.8,1537.0,May,84,220199
HP100324,50.6,1,1.0,5,13,1992,Green Hills,apartment,excellent,no,yes,yes,no,D,9.6,0.5,7.5,3343.0,Apr,51,572263
HP101284,86.5,3,2.3,11,20,2010,Market,townhouse,fair,no,yes,yes,no,E,5.6,5.3,4.0,2565.0,Sep,61,534693
HP101658,187.3,6,3.5,5,8,1987,Business Bay,apartment,excellent,yes,yes,yes,yes,C,7.1,0.5,4.0,4392.0,Feb,61,1059455
HP101433,118.0,3,3.6,16,28,2002,Suburb,apartment,good,no,yes,no,yes,A,8.4,2.9,9.0,2948.0,Oct,57,680182
HP101424,98.6,1,1.8,13,22,1982,Old Town,apartment,poor,no,yes,yes,no,E,5.2,4.9,4.6,1999.0,Jun,65,333854
HP100054,112.8,3,2.5,19,31,1965,Riverside,townhouse,excellent,yes,yes,yes,yes,C,9.4,0.5,6.3,,Sep,64,738554
HP100963,99.3,1,2.7,25,25,1996,Suburb,apartment,good,no,no,yes,yes,C,7.4,2.0,11.9,2784.0,Jan,46,540602
HP100931,86.3,2,1.3,23,37,2007,Old Town,apartment,good,yes,yes,yes,yes,A,5.7,5.0,3.0,2076.0,Dec,71,496268
HP101700,63.6,3,2.5,9,20,2007,Green Hills,apartment,fair,yes,yes,yes,yes,D,10.0,0.8,7.2,3714.0,Jun,63,652167
HP100150,85.9,3,2.2,19,25,2008,Green Hills,studio,good,no,yes,yes,yes,C,8.7,1.1,7.4,3244.0,Oct,63,632937
HP101752,113.5,3,2.2,12,17,2021,Green Hills,apartment,good,no,yes,no,no,C,8.5,3.3,10.0,3492.0,Sep,54,620559
HP101121,57.6,2,2.0,22,36,2018,Downtown,apartment,good,no,yes,yes,yes,B,7.2,1.8,1.6,3400.0,Dec,36,669820
HP101782,108.4,2,1.8,13,24,2020,Suburb,apartment,good,yes,yes,yes,yes,D,6.2,4.0,10.9,2480.0,Feb,45,1029838
HP101130,83.7,3,,11,18,2012,Market,house,good,no,yes,no,yes,A,5.9,5.1,6.0,1469.0,Jul,60,510848
HP100743,74.4,3,3.2,25,38,2009,Downtown,apartment,excellent,no,yes,yes,yes,A,8.5,2.4,4.2,3431.0,Jun,38,755651
HP101537,64.9,1,1.0,21,29,2016,Riverside,studio,good,no,yes,no,no,C,8.4,0.5,4.9,2886.0,Jan,56,437688
HP100749,71.4,2,1.9,16,18,2025,Green Hills,apartment,good,no,yes,yes,yes,D,8.2,0.5,4.9,3665.0,Feb,51,612198
HP100755,56.7,0,1.0,15,18,2012,Suburb,house,,no,yes,yes,no,,7.2,3.2,9.2,2694.0,Aug,56,436529
HP101048,103.6,2,3.2,23,25,2003,Green Hills,townhouse,good,yes,yes,no,no,C,8.9,2.1,5.6,3789.0,Apr,56,757392
HP100811,102.4,3,2.1,25,29,1990,Downtown,townhouse,good,no,yes,yes,no,C,7.3,3.3,1.6,4107.0,Jul,38,794091
HP100661,97.3,2,1.3,5,14,1986,Green Hills,house,excellent,no,yes,yes,yes,B,8.8,0.5,9.4,3646.0,Sep,59,777669
HP101657,59.5,1,1.0,12,16,2005,Green Hills,studio,,yes,no,yes,no,B,10.0,0.5,7.9,3958.0,Aug,69,531797
HP101106,87.9,0,1.0,14,17,1998,Downtown,studio,excellent,no,no,yes,yes,C,7.6,0.5,2.5,3468.0,Feb,28,552250
HP100255,51.4,1,1.6,21,26,1984,Riverside,house,good,no,yes,no,yes,C,8.5,0.8,5.6,3765.0,Oct,58,483929
HP100934,63.9,1,1.5,24,36,2014,Airport,apartment,good,no,yes,yes,no,,4.8,5.0,15.4,1282.0,Jul,42,213346
HP100869,74.1,1,1.3,4,13,1993,Suburb,house,excellent,no,yes,no,yes,B,7.4,3.6,10.4,2557.0,Oct,87,511729
HP101673,57.6,0,1.0,25,28,1974,Suburb,apartment,excellent,yes,yes,no,yes,C,8.5,2.1,10.1,2374.0,Dec,49,458444
HP100892,83.8,3,2.4,7,17,1981,Suburb,townhouse,fair,no,yes,no,yes,C,7.1,0.7,13.1,2635.0,Dec,54,521407
HP100873,157.1,4,3.0,16,26,1983,Old Town,house,good,yes,yes,yes,yes,C,5.2,4.2,2.2,2655.0,Oct,61,799240
HP100613,59.1,2,1.2,12,12,2015,Market,house,excellent,yes,no,yes,yes,E,6.7,2.4,3.9,1253.0,Jun,59,563471
HP101403,123.9,3,2.8,12,23,1984,Old Town,house,good,no,yes,yes,no,C,,2.8,3.3,2180.0,Jul,39,653223
HP101100,29.4,2,1.2,7,12,2024,Downtown,apartment,fair,yes,yes,yes,yes,A,7.7,3.1,2.1,4820.0,Jul,55,571352
HP100388,46.3,0,1.0,4,7,1970,Downtown,apartment,fair,no,yes,no,no,C,7.1,2.2,1.3,4325.0,Mar,26,448354
HP100936,51.4,2,2.0,6,17,1996,Market,apartment,excellent,no,yes,no,yes,A,5.4,2.7,7.4,2442.0,Jan,77,433852
HP100406,56.3,1,1.5,2,8,2022,Suburb,house,,no,yes,yes,yes,B,7.3,3.5,13.0,2625.0,Jun,37,367169
HP101315,40.9,1,1.4,13,23,2017,Riverside,house,fair,no,no,no,no,A,7.6,3.1,5.5,4380.0,Jul,24,487204
HP100794,96.9,2,2.3,24,38,2005,Downtown,apartment,excellent,no,yes,yes,yes,A,6.9,2.5,1.2,3609.0,Sep,41,810689
HP100715,111.9,4,4.5,19,30,2017,Suburb,townhouse,fair,no,yes,yes,yes,D,7.0,2.3,10.1,2508.0,Nov,55,653026
HP101134,59.8,2,1.5,23,28,1989,Market,house,good,no,yes,yes,no,B,5.6,5.3,4.5,1893.0,Apr,57,280515
HP101023,111.3,3,3.5,16,23,2011,University,studio,excellent,no,yes,yes,no,A,5.8,3.7,3.2,2465.0,Jan,67,544913
HP101055,159.8,6,4.1,22,33,2010,Riverside,studio,good,no,yes,no,no,C,8.5,3.0,7.0,3520.0,Jan,25,761613
HP101587,81.3,2,2.6,6,20,1970,University,studio,fair,yes,no,yes,yes,C,7.6,2.3,3.9,2106.0,Mar,39,451758
HP100246,96.1,3,2.3,6,6,2005,Industrial,apartment,poor,no,no,yes,no,D,4.5,4.5,15.6,2108.0,Dec,68,257980
HP100145,99.8,2,2.6,13,16,2020,Suburb,studio,new,no,yes,yes,yes,B,6.9,3.0,10.0,,Aug,58,636558
HP101687,54.5,1,1.0,19,25,1988,University,townhouse,fair,no,yes,no,yes,C,6.5,5.2,5.9,2604.0,Mar,58,411986
HP101152,173.1,6,4.3,1,6,2013,Downtown,apartment,excellent,yes,no,no,yes,C,7.7,0.5,0.2,2727.0,Sep,31,982931
HP101661,145.4,4,2.5,4,14,1986,Industrial,townhouse,good,no,yes,no,no,D,4.7,5.8,15.4,1199.0,Jan,83,434005
HP100622,58.4,2,1.9,7,7,2009,Market,townhouse,good,no,yes,yes,yes,D,6.0,2.7,6.5,2418.0,Nov,78,520172
HP101778,89.0,2,2.3,25,37,1981,Old Town,townhouse,good,no,no,no,yes,A,6.0,4.8,3.7,2188.0,Nov,71,480145
HP100460,96.4,2,1.8,2,5,1977,University,house,excellent,yes,yes,no,yes,D,7.9,3.0,3.7,2987.0,Sep,67,603543
HP100486,95.0,3,3.1,6,16,2005,Business Bay,studio,good,yes,yes,no,yes,B,7.8,0.9,2.3,3355.0,Apr,48,647419
HP101717,186.2,4,4.1,24,27,1965,Industrial,apartment,fair,no,yes,yes,yes,B,3.9,5.9,15.6,1473.0,May,63,523147
HP100090,45.8,0,1.4,11,17,2012,Suburb,apartment,excellent,yes,yes,yes,yes,C,6.8,2.9,10.7,2122.0,Aug,68,419388
HP101229,94.2,2,2.5,10,22,1968,Downtown,apartment,poor,no,yes,no,no,C,6.8,5.0,4.1,4457.0,Apr,62,519670
HP100492,62.3,1,2.4,4,8,2019,Industrial,house,excellent,yes,no,yes,no,B,5.1,5.0,13.4,1324.0,Jun,94,404683
HP100170,54.0,3,2.3,18,30,2011,Old Town,apartment,good,no,yes,no,no,D,5.4,2.3,2.5,,Aug,44,363145
HP100056,98.3,2,1.7,2,8,2018,Business Bay,apartment,new,no,yes,yes,yes,B,7.4,3.8,2.2,4153.0,Mar,68,706578
HP100404,96.8,2,,22,23,2024,Market,apartment,new,no,yes,no,yes,D,6.5,5.0,6.2,2361.0,Jun,34,545903
HP101265,136.5,3,2.5,7,14,2001,Airport,apartment,good,yes,yes,yes,no,C,5.7,5.0,13.3,1413.0,May,80,526375
HP100599,67.9,2,1.2,4,7,1982,Industrial,house,good,yes,yes,no,yes,B,4.8,4.3,15.0,2085.0,Mar,60,365894
HP101015,95.6,2,1.8,17,19,1996,Suburb,house,new,no,yes,no,yes,E,6.7,2.4,10.2,3622.0,Apr,76,705492
HP101370,93.3,3,2.5,17,23,1978,Downtown,studio,excellent,yes,yes,no,yes,D,8.0,2.8,2.7,3531.0,Oct,64,652746
HP100097,71.8,2,1.7,25,36,1982,Downtown,apartment,fair,no,yes,yes,no,E,7.4,2.3,1.5,4042.0,Dec,39,596375
HP100826,83.0,4,3.6,5,5,1993,Industrial,house,excellent,no,yes,no,no,D,4.8,3.2,14.0,1198.0,Jan,64,397782
HP101140,61.6,2,2.2,7,11,1993,Old Town,studio,fair,no,yes,yes,yes,B,5.6,3.0,2.3,2337.0,Jan,55,305695
HP101225,82.1,2,1.9,17,21,2014,Green Hills,apartment,fair,no,yes,yes,yes,B,8.6,2.0,8.1,3957.0,Apr,63,593490
HP101698,105.0,3,3.6,13,13,2018,Market,apartment,fair,no,no,no,yes,D,5.6,3.3,4.0,2476.0,Aug,49,506990
HP100479,66.2,2,,18,25,1965,Business Bay,house,good,no,yes,no,no,A,8.2,0.5,1.9,3804.0,Dec,60,572640
HP100323,80.3,2,2.6,11,14,2017,University,apartment,poor,no,yes,yes,yes,D,6.1,5.3,2.7,2284.0,Nov,65,473819
HP101217,36.5,2,2.9,15,16,1979,University,apartment,new,yes,yes,no,no,A,6.3,5.4,4.2,1925.0,Oct,65,534929
HP101467,176.3,5,3.1,4,6,2012,Suburb,townhouse,poor,no,no,yes,yes,B,7.3,2.8,11.2,2657.0,Feb,65,830406
HP101478,100.8,2,1.8,15,23,2014,University,apartment,fair,no,yes,no,yes,C,6.5,3.6,6.4,2269.0,Dec,33,440444
HP101619,75.7,1,1.0,8,13,2015,Downtown,townhouse,new,no,yes,no,yes,C,8.5,1.9,1.5,2987.0,Aug,76,614898
HP100098,42.3,2,1.3,3,6,2008,Downtown,apartment,good,no,no,no,no,C,8.9,1.2,0.5,2997.0,Feb,87,464981
HPDUP010,89.7,3,2.7,6,15,1971,Old Town,house,excellent,yes,no,yes,yes,C,5.3,4.3,2.3,2866.0,Sep,38,513110
HP100424,89.5,3,2.0,17,27,1968,Industrial,studio,fair,no,yes,yes,yes,E,4.2,6.2,15.5,1582.0,Jul,66,235576
HP100296,70.1,1,1.0,1,12,1990,Market,apartment,new,no,yes,yes,yes,C,6.9,4.1,6.2,1973.0,Dec,90,465221
HP100737,42.6,3,1.5,5,11,2016,Old Town,apartment,good,yes,yes,yes,no,D,6.6,3.7,2.2,1888.0,Aug,60,435616
HP101707,99.4,3,2.5,8,9,1967,Business Bay,townhouse,good,yes,yes,yes,no,C,7.8,1.4,2.3,4600.0,Aug,65,741907
HP100902,98.4,3,3.5,12,23,1973,Downtown,apartment,good,yes,yes,no,yes,C,7.3,2.4,0.2,2988.0,Aug,35,1242280
HP100601,124.0,3,3.2,12,14,2008,Airport,townhouse,new,no,yes,yes,no,D,5.7,3.0,14.0,2330.0,Jun,58,614770
HP100999,123.1,4,2.9,6,20,2015,Suburb,townhouse,excellent,no,yes,yes,yes,A,5.6,2.7,11.2,2519.0,Aug,84,760418
HP101636,87.2,3,3.7,5,14,1977,Business Bay,apartment,good,yes,yes,yes,no,C,8.1,,3.1,4187.0,Mar,42,699274
HP100395,215.0,3,1.8,12,23,2023,Business Bay,townhouse,excellent,no,yes,no,yes,C,7.5,1.9,3.1,4430.0,Jan,50,982723
HP100426,62.3,2,1.7,5,19,2012,Suburb,house,poor,no,yes,yes,yes,D,8.6,0.5,10.9,2658.0,Dec,5,492110
HP101632,85.7,3,2.5,8,19,1989,Industrial,studio,good,yes,yes,no,no,A,5.4,6.0,14.0,1810.0,Jul,54,360356
HP101549,98.1,3,1.0,6,9,2012,Suburb,apartment,fair,yes,yes,yes,yes,B,7.3,3.3,12.8,2737.0,Apr,51,612402
HP101038,168.5,5,4.1,13,17,1990,Business Bay,apartment,excellent,no,yes,no,yes,C,8.7,1.0,3.7,4587.0,Mar,61,973525
HP100252,121.8,3,3.4,23,25,1988,Business Bay,apartment,good,no,yes,no,yes,C,7.6,2.4,3.2,4839.0,Nov,34,754546
HP100238,78.5,2,2.0,12,23,2012,Downtown,house,good,yes,yes,no,no,C,8.2,1.5,1.5,4060.0,Jun,32,636398
HP101144,46.2,2,1.0,8,11,1992,Business Bay,apartment,good,no,yes,no,yes,B,7.0,3.8,2.5,4106.0,Sep,37,538017
HP100844,97.9,3,1.2,13,26,1984,Downtown,apartment,new,yes,no,no,yes,B,7.1,2.8,1.7,3147.0,Jun,44,764719
HP101309,66.9,2,2.2,13,25,2011,Market,studio,fair,no,yes,yes,no,C,5.6,6.2,2.9,1121.0,Oct,77,296018
HP100845,97.4,2,1.0,4,8,2023,Green Hills,studio,fair,yes,yes,no,yes,E,9.4,1.1,6.9,3596.0,May,31,575345
HP100554,78.8,2,2.0,20,25,1986,Downtown,apartment,good,no,yes,yes,yes,B,8.6,0.5,0.3,3607.0,Aug,5,592950
HP101220,63.6,1,1.9,11,12,1986,Downtown,apartment,good,no,yes,yes,yes,A,6.7,2.6,2.6,4068.0,Jun,80,438703
HP101369,75.0,0,1.4,10,16,1996,Old Town,house,excellent,no,yes,yes,no,B,5.8,4.8,3.6,2173.0,Feb,81,521554
HP100545,128.3,4,3.7,17,31,1970,Business Bay,apartment,fair,no,yes,no,no,D,7.4,0.5,2.2,4145.0,Jan,62,750404
HP100250,121.7,4,2.9,15,19,1979,Industrial,studio,new,yes,yes,yes,yes,B,3.7,6.9,14.6,1470.0,May,55,490733
HP100739,124.3,3,2.1,2,2,2009,Business Bay,house,good,no,no,yes,yes,E,8.4,0.5,5.7,4181.0,Jun,54,766323
HP100964,92.9,3,2.1,6,14,1969,Market,apartment,fair,no,no,yes,yes,C,6.0,3.5,3.8,1932.0,Apr,87,429999
HP100198,63.6,1,1.0,23,27,1996,Suburb,townhouse,good,no,yes,no,yes,D,7.4,1.1,11.1,2947.0,Jan,72,404460
